"UniqueName","LocalizedNames_EN-US","LocalizedNames_ES-ES","LocalizedDescriptions_EN-US","LocalizedDescriptions_ES-ES"
"T7_MULLEIN","Firetouched Mullein","Gordolobo de fuego","Firetouched Mullein is used in various alchemical decoctions.","El gordolobo de fuego se usa en varias decocciones alquímicas"
"T8_YARROW","Ghoul Yarrow","Milenrama demoníaca","Ghoul Yarrow is used in various alchemical decoctions","La milenrama demoníaca se usa en varias decocciones alquímicas"
"T3_EGG","Hen Eggs","Huevos de gallina","Hen Eggs are used in several cooking recipes and potions.","Los huevos de gallina se usan en recetas de cocina y pociones"
"T4_MILK","Goat's Milk","Leche de cabra","Goat's Milk is used in various meals and potions, and can be turned into Goat's Butter.","La leche de cabra se usa para elaborar comida y pociones, y se puede transformar en manteca de cabra"
"T5_EGG","Goose Eggs","Huevos de ganso","Goose Eggs are used in several cooking recipes and potions.","Los huevos de ganso se usan en varias recetas de cocina y pociones"
"T6_MILK","Sheep's Milk","Leche de oveja","Sheep's Milk is used in various meals and potions, and can be turned into Sheep's Butter","La leche de oveja se usa para elaborar comida y pociones, y se puede transformar en manteca de oveja"
"T8_MILK","Cow's Milk","Leche de vaca","Cow's Milk is used in various meals and potions, and can be turned into Cow's Butter.","La leche de vaca se usa para elaborar comida y pociones, y se puede transformar en manteca de vaca"
"T1_FISH_FRESHWATER_ALL_COMMON","Common Rudd","Corvina común","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T2_FISH_FRESHWATER_ALL_COMMON","Striped Carp","Carpa rayada","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T3_FISH_FRESHWATER_ALL_COMMON","Albion Perch","Perca de Albion","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T4_FISH_FRESHWATER_ALL_COMMON","Bluescale Pike","Pique azul","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T5_FISH_FRESHWATER_ALL_COMMON","Spotted Trout","Trucha pintada","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T6_FISH_FRESHWATER_ALL_COMMON","Brightscale Zander","Lucio brillante","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T7_FISH_FRESHWATER_ALL_COMMON","Danglemouth Catfish","Pez gato bocudo","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T8_FISH_FRESHWATER_ALL_COMMON","River Sturgeon","Esturión de río","A common Albion freshwater fish.","Un pescado común de las aguas dulces de Albion."
"T1_FISH_SALTWATER_ALL_COMMON","Common Herring","Arenque común","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T2_FISH_SALTWATER_ALL_COMMON","Striped Mackerel","Caballa rayada","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T3_FISH_SALTWATER_ALL_COMMON","Flatshore Plaice","Soya suave","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T4_FISH_SALTWATER_ALL_COMMON","Bluescale Cod","Bacalao azul","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T5_FISH_SALTWATER_ALL_COMMON","Spotted Wolffish","Pez lobo pintado","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T6_FISH_SALTWATER_ALL_COMMON","Strongfin Salmon","Salmón fuerte","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T7_FISH_SALTWATER_ALL_COMMON","Bluefin Tuna","Atún azulado","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T8_FISH_SALTWATER_ALL_COMMON","Steelscale Swordfish","Pez espada de acero","A common Albion ocean fish.","Un pescado común de los océanos de Albion."
"T3_FISH_FRESHWATER_FOREST_RARE","Greenriver Eel","Anguila de agua verdosa","",""
"T5_FISH_FRESHWATER_FOREST_RARE","Redspring Eel","Anguila rojiza","",""
"T7_FISH_FRESHWATER_FOREST_RARE","Deadwater Eel","Anguila de agua podrida","",""
"T3_FISH_FRESHWATER_MOUNTAIN_RARE","Upland Coldeye","Ojo muerto de las sierras","",""
"T5_FISH_FRESHWATER_MOUNTAIN_RARE","Mountain Blindeye","Ojo muerto de las montañas","",""
"T7_FISH_FRESHWATER_MOUNTAIN_RARE","Frostpeak Deadeye","Ojo muerto de dos picos","",""
"T3_FISH_FRESHWATER_HIGHLANDS_RARE","Stonestream Lurcher","Locha pedregosa","",""
"T5_FISH_FRESHWATER_HIGHLANDS_RARE","Rushwater Lurcher","Locha de agua corriente","",""
"T7_FISH_FRESHWATER_HIGHLANDS_RARE","Thunderfall Lurcher","Locha de trueno","",""
"T3_FISH_FRESHWATER_STEPPE_RARE","Lowriver Crab","Cangrejo de río abajo","",""
"T5_FISH_FRESHWATER_STEPPE_RARE","Drybrook Crab","Cangrejo de río","",""
"T7_FISH_FRESHWATER_STEPPE_RARE","Dusthole Crab","Cangrejo de pozo","",""
"T3_FISH_FRESHWATER_SWAMP_RARE","Greenmoor Clam","Almeja verdosa","",""
"T5_FISH_FRESHWATER_SWAMP_RARE","Murkwater Clam","Almeja de aguas turbias","",""
"T7_FISH_FRESHWATER_SWAMP_RARE","Blackbog Clam","Almeja de pantano negro","",""
"T3_FISH_SALTWATER_ALL_RARE","Shallowshore Squid","Calamar de aguas poco profundas","",""
"T5_FISH_SALTWATER_ALL_RARE","Midwater Octopus","Pulpo de aguas medias","",""
"T7_FISH_SALTWATER_ALL_RARE","Deepwater Kraken","Kraken de agua profunda","",""
"T3_FISH_FRESHWATER_AVALON_RARE","Whitefog Snapper","Pargo de niebla blanca","",""
"T5_FISH_FRESHWATER_AVALON_RARE","Clearhaze Snapper","Pargo de niebla ligera","",""
"T7_FISH_FRESHWATER_AVALON_RARE","Puremist Snapper","Pargo de niebla pura","",""
"T1_SEAWEED","Seaweed","Alga","Cooking ingredient, used in various recipes.","Ingrediente de cocina utilizado en varias recetas."
"T8_FISH_SALTWATER_ALL_BOSS_SHARK","Shark","Tiburón","A monster fish! Can be used to craft a trophy for your house.","¡Un pez monstruoso! Puede ser usado para fabricar un trofeo para tu casa."
"T1_FISHCHOPS","Chopped Fish","Pescado picado","The primary ingredient in all Fish Sauce","El ingrediente principal en todas es la salsa de pescado"
"T1_FISHSAUCE_LEVEL1","Basic Fish Sauce","Salsa de pescado básica","While cooking, add this sauce to any meal for greatly enhanced flavor!","¡Mientras cocinas, añade esta salsa a cualquier comida para aumentar aún más el sabor!"
"T1_FISHSAUCE_LEVEL2","Fancy Fish Sauce","Salsa de pescado extravagante","While cooking, add this sauce to any meal for greatly enhanced flavor!","¡Mientras cocinas, añade esta salsa a cualquier comida para aumentar aún más el sabor!"
"T1_FISHSAUCE_LEVEL3","Special Fish Sauce","Salsa de pescado especial","While cooking, add this sauce to any meal for greatly enhanced flavor!","¡Mientras cocinas, añade esta salsa a cualquier comida para aumentar aún más el sabor!"
"TREASURE_KNOWLEDGE_RARITY1","Corrupted Scroll","Pergamino corrompido","A Corrupted Scroll that always sells in Martlock marketplace for 1000 Silver","Un pergamino corrompido que siempre se vende en el mercado de Martlock por 1.000 de plata"
"TREASURE_KNOWLEDGE_RARITY2","Thin Booklet","Libreta fina","A Thin Booklet that always sells in Martlock marketplace for 5000 Silver","Un libreta fina que siempre se vende en el mercado de Martlock por 5.000 de plata"
"TREASURE_KNOWLEDGE_RARITY3","Ancient Tome","Tomo anciano","An Ancient Tome that always sells in Martlock marketplace for 25000 Silver","Un tomo anciano que siempre se vende en el mercado de Martlock por 25.000 de plata"
"TREASURE_SILVERWARE_RARITY1","Silver Cup","Copa de plata","A Silver Cup that always sells in Lymhurst marketplace for 1000 Silver","Una copa de plata que siempre se vende en el mercado de Lymhurst por 1.000 de plata"
"TREASURE_SILVERWARE_RARITY2","Silver Mirror","Espejo de plata","A Silver Mirror that always sells in Lymhurst marketplace for 5000 Silver","Un espejo de plata que siempre se vende en el mercado de Lymhurst por 5.000 de plata"
"TREASURE_SILVERWARE_RARITY3","Silver Candelabrum","Lámpara de plata","A Silver Candelabrum that always sells in Lymhurst marketplace for 25000 Silver","Una lámpara de plata que siempre se vende en el mercado de Lymhurst por 25.000 de plata"
"TREASURE_DECORATIVE_RARITY1","Simple Stone Toy","Simple juguete de piedra","A Simple Stone Toy that always sells in Fort Sterling marketplace for 1000 Silver","Un simple juguete de piedra que siempre se vende en el mercado de Fort Sterling por 1.000 de plata"
"TREASURE_DECORATIVE_RARITY2","Stone Mask","Máscara de piedra","A Stone Mask that always sells in Fort Sterling marketplace for 5000 Silver","Una máscara de piedra que siempre se vende en el mercado de Fort Sterling por 5.000 de plata"
"TREASURE_DECORATIVE_RARITY3","Stone Idol","Imagen de piedra","A Stone Idol that always sells in Fort Sterling marketplace for 25000 Silver","Una imagen de piedra que siempre se vende en el mercado de Fort Sterling por 25.000 de plata"
"TREASURE_CEREMONIAL_RARITY1","Ornamental Scepter","Globo crucífero","An Ornamental Scepter that always sells in Thetford marketplace for 1000 Silver","Globo crucífero que siempre se vende en el mercado de Thetford por 1.000 de plata"
"TREASURE_CEREMONIAL_RARITY2","Globus Cruciger","Cetro ornamental","A Globus Cruciger that always sells in Thetford marketplace for 5000 Silver","Un cetro ornamental que siempre se vende en el mercado de Thetford por 5.000 de plata"
"TREASURE_CEREMONIAL_RARITY3","Golden Crown","Corona dorada","A Golden Crown that always sells in Thetford marketplace for 25000 Silver","Corona dorada que siempre se vende en el mercado de Thetford por 25.000 de plata"
"TREASURE_TRIBAL_RARITY1","Feather Talisman","Talismán de pluma","A Feather Talisman that always sells in Bridgewatch marketplace for 1000 Silver","Un talismán de pluma que siempre se vende en el mercado de Bridgewatch por 1.000 de plata"
"TREASURE_TRIBAL_RARITY2","Dreamcatcher","Atrapa sueños","A Dreamcatcher that always sells in Bridgewatch marketplace for 5000 Silver","Atrapa sueños que siempre se vende en el mercado de Bridgewatch por 5.000 de plata"
"TREASURE_TRIBAL_RARITY3","Holy Fetish","Hechizo sagrado","A Holy Fetish that always sells in Bridgewatch marketplace for 25000 Silver","Un hechizo sagrado que siempre se vende en el mercado de Bridgewatch por 25.000 de plata"
"TREASURE_RITUAL_RARITY1","Ritual Candles","Velas de ritual","Ritual Candles that always sell in Caerleon marketplace for 1000 Silver","Unas velas de ritual que siempre se vende en el mercado de Caerleon por 1.000 de plata"
"TREASURE_RITUAL_RARITY2","Blood Chalice","Cáliz de sangre","A Blood Chalice that always sells in Caerleon marketplace for 5000 Silver","Un cáliz de sangre que siempre se vende en el mercado de Caerleon por 5.000 de plata"
"TREASURE_RITUAL_RARITY3","Sacrificial Dagger","Daga de sacrificio","A Sacrificial Dagger that always sells in Caerleon marketplace for 25000 Silver","Una daga de sacrificio que siempre se vende en el mercado de Caerleon por 25.000 de plata"
"TREASURE_AVALON_RARITY1","Golden Frame","Marco dorado","A Golden Frame that always sells in any Royal City Marketplace for 10000 Silver","Un marco dorado que siempre se vende en cualquier mercado de ciudad real por 10.000 de plata"
"TREASURE_AVALON_RARITY2","Golden Gyroscope","Giroscopio dorado","A Golden Gyroscope that always sells in any Royal City Marketplace for 50000 Silver","Un giroscopio dorado que siempre se vende en cualquier mercado de Ciudad real por 50.000 de plata"
"TREASURE_AVALON_RARITY3","Golden Sextant","Sextante dorado","A Golden Sextant that always sells in any Royal City Marketplace for 250000 Silver","Un sextante dorado que siempre se vende en cualquier mercado de Ciudad real por 250.000 de plata."
"QUESTITEM_TUTORIAL_HERETIC_PLANS","","","",""
"QUESTITEM_TRANSFER_LETTER","Letter of Transfer","Carta de recomendación","Recommends you for further service at a higher level.","Recomienda para realizar más servicios a niveles superiores."
"QUESTITEM_LIGHT_BLUEPRINTS","Delivery: Blueprints","Entrega: Planos","Explains how to construct sensible buildings.","Detallan cómo construir edificios robustos."
"QUESTITEM_LIGHT_MANUSCRIPTS","Delivery: Artistic Manuscripts","Entrega: Manuscritos literarios","The topmost manuscript is titled: 'Our Glorious King Who is Bold and Not That Racist' by John Quillmaster.","El de más arriba se titula: ""Oda a nuestro monarca, gallardo y no tan racista como dicen"", de J. Quillmaster."
"QUESTITEM_LIGHT_SURVEYS","Delivery: Geomantic Surveys","Entrega: Documentos geománticos","You leaf through the stack of papers. You realize you don't find rocks particularly interesting. You put the papers down...","Echas un vistazo al montón de papeles. Vaya, la tierra y las rocas no son muy interesantes. Dejas los papeles..."
"QUESTITEM_HEAVY_MORTAR","Delivery: Mortar","Entrega: Mezcla","The kind you build walls with. It's pretty heavy.","La que se usa para levantar muros. Pesa un montón."
"QUESTITEM_HEAVY_CRATE","Delivery: Crates","Entrega: Cajas","Big wooden boxes, mainly for the shipment of solid goods.","Grandes cajas de madera para el transporte de bienes sólidos."
"QUESTITEM_HEAVY_BARREL","Delivery: Barrels","Entrega: Barriles","Big wooden barrels, mainly for the shipment of liquids, grains and the like.","Grandes barriles de madera para el transporte de líquido, cereales y similares."
"QUESTITEM_LIGHT_FUR","Delivery: Heavy Fur","Entrega: Pieles","Useful for keeping warm. Stinks to high heaven.","Útiles para no morir de frío. Huelen a muerto."
"QUESTITEM_LIGHT_THEPACKAGE","Delivery: ""The Package""","Entrega: ""El paquete""","Definitely not a bird.","No es un pájaro."
"QUESTITEM_LIGHT_PATROLROUTE","Delivery: Patrol Route","Entrega: Ruta de patrulla","Orders for fresh patrol routes around the King's various territories.","Rutas de patrulla para los múltiples territorios del rey."
"QUESTITEM_HEAVY_MOONSHINE","Delivery: Geoff the Brigand's All-Natural Enriched Moonshine","Entrega: Aguardiente enriquecido natural de Geoff el Forajido","""Guaranteed free of unnatural flavourings, colourings or preservatives"", according to the label.","""No contiene colorantes, conservantes ni aditivos"", según la etiqueta."
"QUESTITEM_LIGHT_KITTENS","Delivery: Sack of Kittens","Entrega: Saco de gatitos","Someone has stitched ""NOT TOO B THRON IN RIVAR"" on the side.","Alguien ha cosido: ""NO SON PA' TIRÁ AL RÍO"" en un lateral."
"QUESTITEM_LIGHT_BEES","Delivery: Beehives","Entrega: Colmenas","Warning: contains bees.","Cuidado: contiene abejas."
"QUESTITEM_LIGHT_OLDCLOTHES","Delivery: Old Clothes","Entrega: Ropa vieja","A big pile of old clothes, barely used. Probably fashionable once upon a time.","Un montón de ropa vieja casi a estrenar. Quizá estuvo de moda en algún momento."
"QUESTITEM_HEAVY_FARMTOOLS","Delivery: Farmyard Tools","Entrega: Herramientas de granja","Tools suitable both for shoeing hooves and preparing delicious cheese-based dishes.","Herramientas que sirven tanto para herrar pezuñas como para preparar delicias de queso."
